O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-2099.01,Remote Sensing Scientists and Technologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.a,Realistic,OI,Occupational Interests,1.35,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.b,Investigative,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.c,Artistic,OI,Occupational Interests,2.43,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.d,Social,OI,Occupational Interests,2.40,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.e,Enterprising,OI,Occupational Interests,3.93,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.f,Conventional,OI,Occupational Interests,4.53,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3011.00,Economists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
19-3011.01,Environmental Economists,1.B.1.a,Realistic,OI,Occupational Interests,2.74,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.b,Investigative,OI,Occupational Interests,7.00,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.c,Artistic,OI,Occupational Interests,2.53,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.d,Social,OI,Occupational Interests,2.28,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.e,Enterprising,OI,Occupational Interests,4.11,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.f,Conventional,OI,Occupational Interests,4.08,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,11/2023,Machine Learning
19-3011.01,Environmental Economists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,11/2023,Machine Learning
19-3022.00,Survey Researchers,1.B.1.a,Realistic,OI,Occupational Interests,1.68,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.b,Investigative,OI,Occupational Interests,6.11,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.c,Artistic,OI,Occupational Interests,2.31,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.d,Social,OI,Occupational Interests,2.34,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.e,Enterprising,OI,Occupational Interests,3.02,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.f,Conventional,OI,Occupational Interests,5.25,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3022.00,Survey Researchers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.a,Realistic,OI,Occupational Interests,1.05,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.b,Investigative,OI,Occupational Interests,5.34,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.13,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.d,Social,OI,Occupational Interests,3.99,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.e,Enterprising,OI,Occupational Interests,4.71,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.f,Conventional,OI,Occupational Interests,4.28,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
19-3032.00,Industrial-Organizational Psychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.a,Realistic,OI,Occupational Interests,1.05,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.b,Investigative,OI,Occupational Interests,5.58,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.06,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.d,Social,OI,Occupational Interests,6.57,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.65,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.f,Conventional,OI,Occupational Interests,3.49,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3033.00,Clinical and Counseling Psychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.a,Realistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.b,Investigative,OI,Occupational Interests,5.00,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.31,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.d,Social,OI,Occupational Interests,6.77,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.82,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.f,Conventional,OI,Occupational Interests,4.01,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3034.00,School Psychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.a,Realistic,OI,Occupational Interests,2.63,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.b,Investigative,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.c,Artistic,OI,Occupational Interests,3.28,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.d,Social,OI,Occupational Interests,5.29,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.e,Enterprising,OI,Occupational Interests,1.69,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.f,Conventional,OI,Occupational Interests,3.32,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
19-3039.02,Neuropsychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.a,Realistic,OI,Occupational Interests,2.82,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.b,Investigative,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.c,Artistic,OI,Occupational Interests,2.40,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.d,Social,OI,Occupational Interests,5.69,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.e,Enterprising,OI,Occupational Interests,2.07,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.f,Conventional,OI,Occupational Interests,3.49,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
19-3039.03,Clinical Neuropsychologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.a,Realistic,OI,Occupational Interests,1.56,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.b,Investigative,OI,Occupational Interests,6.50,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.c,Artistic,OI,Occupational Interests,3.99,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.d,Social,OI,Occupational Interests,4.36,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.e,Enterprising,OI,Occupational Interests,3.08,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.f,Conventional,OI,Occupational Interests,3.60,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
19-3041.00,Sociologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.a,Realistic,OI,Occupational Interests,3.22,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.b,Investigative,OI,Occupational Interests,5.31,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.c,Artistic,OI,Occupational Interests,3.06,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.d,Social,OI,Occupational Interests,3.03,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.e,Enterprising,OI,Occupational Interests,4.46,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.f,Conventional,OI,Occupational Interests,3.96,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
19-3051.00,Urban and Regional Planners,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.a,Realistic,OI,Occupational Interests,3.99,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.b,Investigative,OI,Occupational Interests,6.84,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.c,Artistic,OI,Occupational Interests,4.21,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.d,Social,OI,Occupational Interests,3.67,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.e,Enterprising,OI,Occupational Interests,1.63,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.f,Conventional,OI,Occupational Interests,3.19,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
19-3091.00,Anthropologists and Archeologists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.a,Realistic,OI,Occupational Interests,5.11,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.b,Investigative,OI,Occupational Interests,6.74,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.c,Artistic,OI,Occupational Interests,3.69,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.d,Social,OI,Occupational Interests,2.72,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.e,Enterprising,OI,Occupational Interests,2.10,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.f,Conventional,OI,Occupational Interests,3.69,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-3092.00,Geographers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.a,Realistic,OI,Occupational Interests,2.39,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.b,Investigative,OI,Occupational Interests,5.32,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.c,Artistic,OI,Occupational Interests,3.70,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.d,Social,OI,Occupational Interests,3.22,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.e,Enterprising,OI,Occupational Interests,2.35,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.f,Conventional,OI,Occupational Interests,4.87,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3093.00,Historians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.a,Realistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.b,Investigative,OI,Occupational Interests,6.71,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.c,Artistic,OI,Occupational Interests,3.87,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.d,Social,OI,Occupational Interests,3.42,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.e,Enterprising,OI,Occupational Interests,3.61,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.f,Conventional,OI,Occupational Interests,3.52,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
19-3094.00,Political Scientists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.a,Realistic,OI,Occupational Interests,3.59,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.b,Investigative,OI,Occupational Interests,5.60,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.c,Artistic,OI,Occupational Interests,2.01,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.d,Social,OI,Occupational Interests,1.76,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.e,Enterprising,OI,Occupational Interests,3.14,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.f,Conventional,OI,Occupational Interests,4.87,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-3099.01,Transportation Planners,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.82,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.57,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.d,Social,OI,Occupational Interests,1.46,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.99,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.26,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4012.00,Agricultural Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.46,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.40,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.23,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.d,Social,OI,Occupational Interests,1.39,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,2.11,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.95,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4012.01,Precision Agriculture Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.57,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.51,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.33,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.d,Social,OI,Occupational Interests,1.73,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.96,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.04,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4013.00,Food Science Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.60,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.36,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.20,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.d,Social,OI,Occupational Interests,1.97,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.31,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.62,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4021.00,Biological Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.45,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.80,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.51,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.d,Social,OI,Occupational Interests,1.64,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.13,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.25,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4031.00,Chemical Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.a,Realistic,OI,Occupational Interests,5.83,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.b,Investigative,OI,Occupational Interests,5.60,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.c,Artistic,OI,Occupational Interests,1.23,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.d,Social,OI,Occupational Interests,1.93,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.e,Enterprising,OI,Occupational Interests,1.35,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.f,Conventional,OI,Occupational Interests,4.93,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.a,Realistic,OI,Occupational Interests,5.60,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.b,Investigative,OI,Occupational Interests,5.18,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.c,Artistic,OI,Occupational Interests,1.28,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.d,Social,OI,Occupational Interests,1.46,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.e,Enterprising,OI,Occupational Interests,1.11,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.f,Conventional,OI,Occupational Interests,5.34,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.48,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.92,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.d,Social,OI,Occupational Interests,1.68,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.47,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.28,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4044.00,Hydrologic Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4051.00,Nuclear Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.75,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.57,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.00,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.d,Social,OI,Occupational Interests,1.83,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,2.26,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.07,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,11/2023,Machine Learning
19-4051.00,Nuclear Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,11/2023,Machine Learning
