O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
11-9199.02,Compliance Managers,15636,Verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,Supplemental,76,08/2019,Incumbent
11-9199.02,Compliance Managers,19536,"Direct environmental programs, such as air or water compliance, aboveground or underground storage tanks, spill prevention or control, hazardous waste or materials management, solid waste recycling, medical waste management, indoor air quality, integrated pest management, employee training, or disaster preparedness.",Supplemental,76,08/2019,Incumbent
11-9199.08,Loss Prevention Managers,15800,Coordinate or conduct internal investigations of problems such as employee theft and violations of corporate loss prevention policies.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15807,"Administer systems and programs to reduce loss, maintain inventory control, or increase safety.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15781,Review loss prevention exception reports and cash discrepancies to ensure adherence to guidelines.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15791,"Train loss prevention staff, retail managers, or store employees on loss control and prevention measures.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15786,Investigate or interview individuals suspected of shoplifting or internal theft.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15783,"Provide recommendations and solutions in crisis situations such as workplace violence, protests, and demonstrations.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15806,Identify potential for loss and develop strategies to eliminate it.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15795,Hire or supervise loss prevention staff.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15804,"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15799,"Develop and maintain partnerships with federal, state, or local law enforcement agencies or members of the retail loss prevention community.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15794,Perform or direct inventory investigations in response to shrink results outside of acceptable ranges.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15796,Maintain documentation of all loss prevention activity.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15802,"Assess security needs across locations to ensure proper deployment of loss prevention resources, such as staff and technology.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15805,"Monitor compliance to operational, safety, or inventory control procedures, including physical security standards.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15790,"Verify correct use and maintenance of physical security systems, such as closed-circuit television, merchandise tags, and burglar alarms.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15789,Visit stores to ensure compliance with company policies and procedures.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15803,Analyze retail data to identify current or emerging trends in theft or fraud.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15798,"Direct loss prevention audit programs including target store audits, maintenance audits, safety audits, or electronic article surveillance (EAS) audits.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15801,Collaborate with law enforcement to investigate and solve external theft or fraud cases.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15797,Coordinate theft and fraud investigations involving career criminals or organized group activities.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15792,"Supervise surveillance, detection, or criminal processing related to theft and criminal cases.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15782,Perform cash audits and deposit investigations to fully account for store cash.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15793,"Recommend improvements in loss prevention programs, staffing, scheduling, or training.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15787,"Direct installation of covert surveillance equipment, such as security cameras.",Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15784,Monitor and review paperwork procedures and systems to prevent error-related shortages.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15788,Advise retail establishments on development of loss-investigation procedures.,Core,22,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,15785,"Maintain databases such as bad check logs, reports on multiple offenders, and alarm activation lists.",Supplemental,22,08/2019,Occupational Expert
11-9199.09,Wind Energy Operations Managers,15822,Supervise employees or subcontractors to ensure quality of work or adherence to safety regulations or policies.,Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15808,"Train or coordinate the training of employees in operations, safety, environmental issues, or technical issues.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15809,"Track and maintain records for wind operations, such as site performance, downtime events, parts usage, or substation events.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15823,"Oversee the maintenance of wind field equipment or structures, such as towers, transformers, electrical collector systems, roadways, or other site assets.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15821,Prepare wind field operational budgets.,Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15819,"Develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15813,"Maintain operations records, such as work orders, site inspection forms, or other documentation.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15815,"Recruit or select wind operations employees, contractors, or subcontractors.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15810,"Provide technical support to wind field customers, employees, or subcontractors.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15817,"Estimate costs associated with operations, including repairs or preventive maintenance.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15816,Monitor and maintain records of daily facility operations.,Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15818,"Establish goals, objectives, or priorities for wind field operations.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15812,"Order parts, tools, or equipment needed to maintain, restore, or improve wind field operations.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15814,"Review, negotiate, or approve wind farm contracts.",Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15811,Manage warranty repair or replacement services.,Core,62,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,15820,"Develop processes or procedures for wind operations, including transitioning from construction to commercial operations.",Core,62,08/2021,Incumbent
11-9199.10,Wind Energy Development Managers,15836,"Coordinate or direct development, energy assessment, engineering, or construction activities to ensure that wind project needs and objectives are met.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15834,Manage wind project costs to stay within budget limits.,Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15827,"Lead or support negotiations involving tax agreements or abatements, power purchase agreements, land use, or interconnection agreements.",Core,52,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15838,"Create wind energy project plans, including project scope, goals, tasks, resources, schedules, costs, contingencies, or other project information.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15824,Supervise the work of subcontractors or consultants to ensure quality and conformance to specifications or budgets.,Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15835,"Develop scope of work for wind project functions, such as design, site assessment, environmental studies, surveying, or field support services.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15830,"Provide verbal or written project status reports to project teams, management, subcontractors, customers, or owners.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15828,"Update schedules, estimates, forecasts, or budgets for wind projects.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15837,"Prepare or assist in the preparation of applications for environmental, building, or other required permits.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15829,Review or evaluate proposals or bids to make recommendations regarding awarding of contracts.,Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15826,Manage site assessments or environmental studies for wind fields.,Core,52,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15833,"Prepare wind project documentation, including diagrams or layouts.",Core,52,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15831,"Review civil design, engineering, or construction technical documentation to ensure compliance with applicable government or industrial codes, standards, requirements, or regulations.",Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15825,Prepare requests for proposals (RFPs) for wind project construction or equipment acquisition.,Core,53,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,15832,"Provide technical support for the design, construction, or commissioning of wind farm projects.",Core,52,07/2016,Incumbent
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15849,Identify environmental contamination sources.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15857,"Coordinate on-site activities for environmental cleanup or remediation projects to ensure compliance with environmental laws, standards, regulations, or other requirements.",Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,23901,Identify and apply for project funding.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15848,"Plan or implement brownfield redevelopment projects to ensure safety, quality, and compliance with applicable standards or requirements.",Core,21,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15850,Estimate costs for environmental cleanup and remediation of land redevelopment projects.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15858,"Conduct quantitative risk assessments for human health, environmental, or other risks.",Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15852,Design or implement plans for surface or ground water remediation.,Core,21,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15854,"Design or implement measures to improve the water, air, and soil quality of military test sites, abandoned mine land, or other contaminated sites.",Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15839,Review or evaluate environmental remediation project proposals.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15843,"Prepare reports or presentations to communicate brownfield redevelopment needs, status, or progress.",Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15847,Inspect sites to assess environmental damage or monitor cleanup progress.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15846,"Maintain records of decisions, actions, and progress related to environmental redevelopment projects.",Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15856,Coordinate the disposal of hazardous waste.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15860,Develop or implement plans for the sustainable regeneration of brownfield sites to ensure regeneration of a wider area by providing environmental protection or economic and social benefits.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15859,Conduct feasibility or cost-benefit studies for environmental remediation projects.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15845,"Prepare and submit permit applications for demolition, cleanup, remediation, or construction projects.",Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15844,Negotiate contracts for services or materials needed for environmental remediation.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15853,Design or implement plans for structural demolition and debris removal.,Core,21,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15855,Design or conduct environmental restoration studies.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15840,Review or evaluate designs for contaminant treatment or disposal facilities.,Core,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15841,Provide training on hazardous material or waste cleanup procedures and technologies.,Supplemental,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15851,Develop or implement plans for revegetation of brownfield sites.,Supplemental,22,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,15842,"Provide expert witness testimony on issues such as soil, air, or water contamination and associated cleanup measures.",Supplemental,22,08/2021,Occupational Expert
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12865,"Collect fees, commissions, or other payments, according to contract terms.",Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",21163,"Send samples of clients' work and other promotional material to potential employers to obtain auditions, sponsorships, or endorsement deals.",Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12870,Keep informed of industry trends and deals.,Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12872,Conduct auditions or interviews to evaluate potential clients.,Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12869,"Negotiate with managers, promoters, union officials, and other persons regarding clients' contractual rights and obligations.",Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12866,"Confer with clients to develop strategies for their careers, and to explain actions taken on their behalf.",Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12867,"Develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success.",Core,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12868,Schedule promotional or performance engagements for clients.,Core,63,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12873,Arrange meetings concerning issues involving their clients.,Core,62,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12871,"Manage business and financial affairs for clients, such as arranging travel and lodging, selling tickets, and directing marketing and advertising activities.",Supplemental,63,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12877,"Hire trainers or coaches to advise clients on performance matters, such as training techniques or performance presentations.",Supplemental,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12874,Prepare periodic accounting statements for clients.,Supplemental,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12876,"Obtain information about or inspect performance facilities, equipment, and accommodations to ensure that they meet specifications.",Supplemental,64,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",12875,"Advise clients on financial and legal matters, such as investments and taxes.",Supplemental,64,08/2020,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12878,"Purchase, for further processing or for resale, farm products, such as milk, grains, or Christmas trees.",Core,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12879,Negotiate contracts with farmers for the production or purchase of farm products.,Core,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12883,"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",Core,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12882,Review orders to determine product types and quantities required to meet demand.,Core,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12881,Arrange for transportation or storage of purchased products.,Core,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12885,"Coordinate or direct activities of workers engaged in cutting, transporting, storing, or milling products and maintaining records.",Core,40,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12880,Arrange for processing or resale of purchased products.,Supplemental,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12884,"Examine or test crops or products to estimate their value, determine their grade, or locate any evidence of disease or insect damage.",Supplemental,41,08/2026,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",12888,"Estimate land production possibilities, surveying property and studying factors such as crop rotation history, soil fertility, or irrigation facilities.",Supplemental,41,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20711,"Negotiate prices, discount terms, or transportation arrangements with suppliers.",Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20716,"Inspect merchandise or products to determine quality, value, or yield.",Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20713,"Recommend mark-up rates, mark-down rates, or merchandise selling prices.",Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20714,Obtain information about customer needs or preferences by conferring with sales or purchasing personnel.,Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20710,Buy merchandise or commodities for resale to wholesale or retail consumers.,Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20715,Collaborate with vendors to obtain or develop desired products.,Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",68,Authorize payment of invoices or return of merchandise.,Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",72,Consult with store or merchandise managers about budgets or goods to be purchased.,Core,51,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",66,"Monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns, company sales, and needed inventory.",Core,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20712,"Examine, select, order, or purchase merchandise consistent with quality, quantity, specification requirements, or other factors, such as environmental soundness.",Core,51,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",77,"Provide clerks with information to print on price tags, such as price, mark-ups or mark-downs, manufacturer number, season code, or style number.",Supplemental,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",19547,Analyze environmental aspects of competing merchandise when making buying decisions.,Supplemental,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",78,"Determine which products should be featured in advertising, the advertising medium to be used, or when the ads should be run.",Supplemental,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",76,Train or supervise sales or clerical staff.,Supplemental,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20717,Conduct sales meetings to introduce new merchandise.,Supplemental,52,08/2026,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",79,Monitor competitors' sales activities by following their advertisements in newspapers or other media.,Supplemental,52,08/2026,Incumbent
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1146,Monitor and follow applicable laws and regulations.,Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1142,Purchase the highest quality merchandise at the lowest possible price and in correct amounts.,Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1159,Formulate policies and procedures for bid proposals and procurement of goods and services.,Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1143,"Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1157,"Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1145,"Analyze price proposals, financial reports, and other data and information to determine reasonable prices.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1156,"Hire, train, or supervise purchasing clerks, buyers, and expediters.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1144,"Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1150,Evaluate and monitor contract performance to ensure compliance with contractual obligations and to determine need for changes.,Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1147,"Negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1153,Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1149,"Confer with staff, users, and vendors to discuss defective or unacceptable goods or services and determine corrective action.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1151,"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1158,"Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1148,"Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1152,"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1160,"Attend meetings, trade shows, conferences, conventions, and seminars to network with people in other purchasing departments.",Core,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1155,Arrange the payment of duty and freight charges.,Supplemental,20,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1154,"Interview vendors and visit suppliers' plants and distribution centers to examine and learn about products, services, and prices.",Supplemental,20,08/2025,Occupational Expert
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21417,Examine claims forms and other records to determine insurance coverage.,Core,81,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21418,Analyze information gathered by investigation and report findings and recommendations.,Core,81,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21426,Pay and process claims within designated authority level.,Core,43,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21423,"Investigate, evaluate, and settle claims, applying technical knowledge and human relations skills to effect fair and prompt disposal of cases and to contribute to a reduced loss ratio.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21428,Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.,Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21419,"Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.",Core,81,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21420,Investigate and assess damage to property and create or review property damage estimates.,Core,80,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21421,Interview or correspond with agents and claimants to correct errors or omissions and to investigate questionable claims.,Core,81,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21422,"Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.",Core,79,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21429,"Enter claim payments, reserves and new claims on computer system, inputting concise yet sufficient file documentation.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21425,"Resolve complex, severe exposure claims, using high service oriented file handling.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21424,Adjust reserves or provide reserve recommendations to ensure that reserve activities are consistent with corporate policies.,Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21432,Confer with legal counsel on claims requiring litigation.,Core,43,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21427,"Examine claims investigated by insurance adjusters, further investigating questionable claims to determine whether to authorize payments.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21434,"Maintain claim files, such as records of settled claims and an inventory of claims requiring detailed analysis.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21430,Refer questionable claims to investigator or claims adjuster for investigation or settlement.,Core,80,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21431,Collect evidence to support contested claims in court.,Core,78,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21433,"Contact or interview claimants, doctors, medical specialists, or employers to get additional information.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21435,Present cases and participate in their discussion at claim committee meetings.,Core,43,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21439,"Report overpayments, underpayments, and other irregularities.",Core,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21443,Attend mediations or trials.,Core,43,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21436,Supervise claims adjusters to ensure that adjusters have followed proper methods.,Supplemental,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21437,Conduct detailed bill reviews to implement sound litigation management and expense control.,Supplemental,43,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21440,Communicate with reinsurance brokers to obtain information necessary for processing claims.,Supplemental,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21441,Prepare reports to be submitted to company's data processing department.,Supplemental,44,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21438,Examine titles to property to determine validity and act as company agent in transactions with property owners.,Supplemental,78,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21442,Obtain credit information from banks and other credit services.,Supplemental,81,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21444,Communicate with former associates to verify employment record or to obtain background information regarding persons or businesses applying for credit.,,,11/2020,Analyst
13-1031.00,"Claims Adjusters, Examiners, and Investigators",21445,Negotiate claim settlements or recommend litigation when settlement cannot be negotiated.,,,11/2020,Analyst
13-1032.00,"Insurance Appraisers, Auto Damage",7249,Evaluate practicality of repair as opposed to payment of market value of vehicle before accident.,Core,57,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",7247,Review repair cost estimates with automobile repair shop to secure agreement on cost of repairs.,Core,57,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",7248,"Examine damaged vehicle to determine extent of structural, body, mechanical, electrical, or interior damage.",Core,57,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",7251,Prepare insurance forms to indicate repair cost estimates and recommendations.,Core,57,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",7246,"Estimate parts and labor to repair damage, using standard automotive labor and parts cost manuals and knowledge of automotive repair.",Core,57,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",7250,Determine salvage value on total-loss vehicle.,Core,57,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",7252,Arrange to have damage appraised by another appraiser to resolve disagreement with shop on repair cost.,Core,57,07/2016,Incumbent
13-1041.00,Compliance Officers,21446,Warn violators of infractions or penalties.,Core,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21447,"Evaluate applications, records, or documents to gather information about eligibility or liability issues.",Core,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21448,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",Core,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21449,"Prepare reports of activities, evaluations, recommendations, or decisions.",Core,,11/2020,Analyst - Transition
